"Fuente","Titulo","Año","Abstract","Palabras_clave","Fecha_busqueda"
"PubMed","External cold and vibration with BUZZY versus topical anesthetic gel for pain and anxiety associated with infiltrative anesthesia in pediatric dentistry: a double-blinded, split-mouth, randomized, controlled trial.","2025 Jan 5","Puppet play therapy in emergency pediatric dental clinic. A randomized clinical 
trial.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","The effect of rubber dam on objective and subjective parameters of stress during dental treatment in children: a randomized clinical trial.","2025 May 30","Khogeer LN(1), Sabbagh HJ(2), Felemban OM(1), Farsi NM(1).","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Effective anaesthesia when treating teeth affected by molar incisor hypomineralisation (MIH): a systematic review.","2025 Oct","Author information:
(1)Pediatric Dentistry Department, Faculty of Dentistry, King Abdulaziz 
University, PO Box 80200, Jeddah 21589, Saudi Arabia.
(2)Pediatric Dentistry Department, Faculty of Dentistry, King Abdulaziz 
University, PO Box 80200, Jeddah 21589, Saudi Arabia. hsabbagh@kau.edu.sa.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Nasopharyngeal airway-assisted sedation enhances oxygenation and reduces perioperative adverse events in pediatric dental surgery: A comparative clinical study.","2025 May 30","BACKGROUND: Dental fear and anxiety can significantly hinder the treatment of 
children. The aim of this research is to compare the effect of puppet play 
therapy (PPT) and tell-show-do (TSD) behavior guidance technique on child's 
behavior and anxiety in emergency dental clinics during local anesthesia (LA) 
administration.
METHODS: This randomized clinical trial included 50 children aged 3-6 years in 
need of emergency dental treatment under LA. The subjects were randomized into 2 
equal groups: the PPT group, where behavior management was provided using PPT, 
and the TSD group where TSD was used as the behavior guidance technique. Dental 
anxiety levels were evaluated using the Facial Index Scale (FIS) and Venham 
Anxiety Rating Scale. Pulse rates were measured before, during and after 
anesthesia administration. Patient behavior was also scored using the Frankl 
Behavior Rating Scale and Venham Behavior Rating Scale. The Face, Legs, 
Activity, Cry, Consolability (FLACC) scale was used to assess pain.
RESULTS: The mean heart rates were lower for patients who received PPT 
(94.12 ± 15.71; 106.88 ± 12.67 and 103.16 ± 13.6) compared to TSD 
(103.4 ± 20.94, 112.5 ± 23.17 and 111.48 ± 25.07) before, during and after the 
LA, respectively. Anxiety levels measured by FIS were significantly reduced 
using PPT (p < 0.001) compared to TSD.
CONCLUSIONS: This study presents a behavior modification method demonstrating 
efficacy in reducing anxiety among young children who had no previous dental 
exposure and underwent immediate invasive dental procedures, utilizing puppet 
play therapy.
TRIAL REGISTRATION: ClinicalTrials.gov with registration number NCT06326307 on 
March 21, 2024.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","COL1A1- and COL1A2-Related Osteogenesis Imperfecta.","1993","© 2025. The Author(s).","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Evaluation of Different Forms of Topical Anesthesia Agents in Dental Practice.","2025 May 7","DOI: 10.1186/s12887-025-05849-5
PMCID: PMC12220161
PMID: 40604606 [Indexed for MEDLINE]","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Global, Regional, and National Burden of Nontraumatic Subarachnoid Hemorrhage: The Global Burden of Disease Study 2021.","2025 May 23","Conflict of interest statement: Declarations. Ethics approval and consent to 
participate: This randomized clinical trial received approval from the Research 
Ethical Committee at King Abdulaziz University Faculty of Dentistry (Approval 
Number: 247-05-21). Parents were informed about the research and its methodology 
and were asked to sign an informed consent form. Consent for publication: Not 
applicable. Competing interests: The authors declare no competing interests.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Are technological contributions in behavior guidance techniques superior to conventional methods?: Effects on dental anxiety and pain perception.","2025 May 17","
4. J Indian Soc Pedod Prev Dent. 2025 Apr 1;43(2):269-275. doi: 
10.4103/jisppd.jisppd_154_25. Epub 2025 Jun 30.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Targeting C1q prevents microglia-mediated synaptic removal in neuropathic pain.","2025 May 17","Comparison of efficacy of photobiomodulation and topical anesthetic spray in 
reducing the injection pain in children aged 6-12 years - A randomized clinical 
trial.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Use of Virtual Reality in the Pediatric Perioperative Setting and for Induction of Anesthesia: Mixed Methods Pilot Feasibility Study.","2025 May 16","Bollepalli B(1), Penmetsa A(1), Peddi R(1), Mannam H(1), Koruprolu R(2), 
Penmetsa GS(3).","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Interaction of Erdosteine with TrkA Signaling Pathways: Implications for Analgesia.","2025 Apr 25","Author information:
(1)Department of Pedodontics, Vishnu Dental College, Bhimavaram, Andhra Pradesh, 
India.
(2)Department of Public Health Dentistry, Vishnu Dental College, Bhimavaram, 
Andhra Pradesh, India.
(3)Department of Periodontics and Implantology, Vishnu Dental College, 
Bhimavaram, Andhra Pradesh, India.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Incidence and risk factors for acute kidney injury after cardiac surgery in a Brazilian University Hospital: a retrospective cross-sectional study.","2025 Jul-Aug","BACKGROUND: Local anesthesia administration is associated with pain, resulting 
in dental anxiety in children. Various techniques have been tried to minimize 
this discomfort such as topical anesthetic gel, spray, Vibration of tissue, and 
distraction techniques. Literature has shown lesser evidence for 
photobiomodulation (PBM) in pain reduction for pediatric patients.
AIM: To compare the efficacy of PBM 810 nm versus topical local anesthetic spray 
in reducing injection pain in children of age 6-12 years.
MATERIALS AND METHODS: Fifty-four children aged 6-12 years who visited the 
outpatient department, department of pediatric and preventive dentistry, 
requiring local anesthetic administration during invasive procedures were 
randomly allocated into three groups, namely Group 1 - topical spray (lignocaine 
hydrochloride 2%), Group 2 - PBM (810 nm, 0.6 W, 40 s), and Group 3 - PBM (810 
nm, 0.6 W, 3 min). Pain was assessed subjectively and objectively using the 
Wong-Baker Faces Pain Rating Scale (WBS) and Sound-Eye-Motor (SEM) Scale, 
respectively. Objective and subjective pain scores were evaluated using One way 
ANOVA and jaw wise comparison of PBM efficacy done using independent t-test.
RESULTS: The mean WBS scores for Group 1, Group 2, and Group 3 were 3.8 ± 2.21, 
1.77 ± 2.81, and 4.11 ± 3.1, respectively, and the difference was statistically 
significant (P = 0.025) between Group 1 (control) and Group 2 (PBM 40 s). 
However, no significant difference was found in considering SEM scores. 
Irrespective of bone topography, PBM was effective in reduction of injection 
pain, though it was not significant during local infiltration.
CONCLUSION: PBM with 810 nm laser, 0.6 W for 40 s is more effective in reducing 
the injection pain compared to topical anesthetic spray and PBM for 3 min.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","The effect of needle demonstration during local anaesthesia on the child's dental fear, pain perception and behaviour: a randomised controlled trial.","2025 Oct","Copyright © 2025 Journal of Indian Society of Pedodontics and Preventive 
Dentistry.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Comparison of injection pain levels using conventional and computer-controlled local anesthetic delivery systems in pediatric dentistry: A systematic review and meta-analysis.","2025 Jun","DOI: 10.4103/jisppd.jisppd_154_25
PMID: 40586469 [Indexed for MEDLINE]","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Management of postoperative pain in neonatal intensive care units in Japan.","2025 Oct","
5. J Indian Soc Pedod Prev Dent. 2025 Apr 1;43(2):261-268. doi: 
10.4103/jisppd.jisppd_119_25. Epub 2025 Jun 30.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Pain and Anxiety Levels During Dental Restorations in Primary Molars: INJEX Needleless System vs Traditional Syringe.","2025 Apr 18","Effect of lidocaine ice button topical anesthesia on pain during maxillary 
buccal infiltration in 6-10-year children - A randomized control trial.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Comparative evaluation of the effectiveness of transcutaneous electric nerve stimulation and photobiostimulation using diode laser prior to local anesthesia administration in children undergoing bilateral orthodontic extraction- a randomized controlled clinical trial.","2025 Apr 5","Nagpal DI(1), Dharampuria SR, Singh P, Chaudhari P, Rathi P, Gurharikar A.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Analysis of Adverse Events Associated With Dental Local Anaesthetics Using Food and Drug Administration Adverse Event Reporting System Data.","2025 Jun","Author information:
(1)Ranjeet Deshmukh Dental College and Research Centre, Nagpur, Maharashtra, 
India.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Comparison of Bupivacaine Trocar Site Infiltration and Peritoneal Instillation for Postoperative Pain in Pediatric Laparoscopic Surgery.","2025 Feb","CONTEXT: Effective pain management in children during local anesthetic 
administration would be a key to a successful and painless dental procedure. 
Precooling (PC) has emerged as pain control tool in dentistry.
AIMS: This study aims to evaluate and compare the efficacy of lidocaine Ice 
button and lidocaine gel as topical anesthesia during maxillary buccal 
infiltration in children.
SETTINGS AND DESIGN: Randomized crossover trial, department of pediatric and 
preventive dentistry.
SUBJECTS AND METHODS: Thirty children [60 local anesthesia (LA) injections] aged 
6-10 years requiring bilateral maxillary buccal infiltration for dental 
procedure, divided into 2 groups with equal distribution for this split-mouth 
study. The study group was lidocaine ice button topical anesthesia; the control 
group was the lidocaine gel group. Subjective pain was evaluated using 
Wong-Baker Faces Pain Rating Scale, objective pain evaluation was done using 
Sound Eye and Motor (SEM) scale. Anxiety assessment using Venham picture test 
(VPT) and physiologic parameters such as SpO2 and Heart rate were evaluated 
before, during, and after administration of LA. Acceptance of lidocaine ice 
button was evaluated using a customized validated questionnaire.
STATISTICAL ANALYSIS USED: Data recorded in Microsoft Excel 365 and subjected to 
statistical analysis using Statistical Product and service solution SPSS version 
21.0 with P value considered statistically significant at < 0.05.
RESULTS: A significant reduction in pain on injection for both objective and 
subjective evaluations in the Lidocaine Ice Button group, as topical anesthesia 
was seen (P < 0.00011) Majority of the children preferred the use of Lidocaine 
ice button as a topical anesthetic. No difference in pain was observed in groups 
based on treatment sequence.
CONCLUSIONS: Less pain on injection was observed, proving the efficacy of 
lidocaine ice button as topical anesthesia for maxillary infiltration in the 
study. Lidocaine ice button was well accepted by the children as topical 
anesthesia.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Effectiveness of Intraosseous Local Anesthesia (QuickSleeper 5) During Pulpotomy and Stainless Steel Crown Placement on Mandibular Primary Molars: A Crossover Randomized Controlled Clinical Trial.","2025 Feb 27","Copyright © 2025 Journal of Indian Society of Pedodontics and Preventive 
Dentistry.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Interdisciplinary management of patients with special healthcare needs undergoing dental treatment in a tertiary care hospital setting in Germany: a retrospective study.","2025 Jun","DOI: 10.4103/jisppd.jisppd_119_25
PMID: 40586468 [Indexed for MEDLINE]","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Cartoon-assisted visual/auditory distraction usage in paediatric dental care, assessment of effects on patient anxiety, pain, and behaviour: a randomised crossover clinical trial.","2025 Mar 24","
6. Dent Med Probl. 2025 Jul-Aug;62(4):579-589. doi: 10.17219/dmp/194009.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Caries pattern and dental treatment features of children with autism spectrum disorder under general anesthesia.","2025 Mar 21","Treatment of deciduous teeth in children using the Er:YAG laser compared to the 
traditional method: A randomized clinical trial.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Efficacy of laser-assisted caries removal and hard tissue preparation: A meta-analysis.","2025 May","Milc A(1), Kotuła J(2), Kiryk J(1), Popecki P(1), Grzech-Leśniak Z(3), Kotuła 
K(4), Dominiak M(1), Matys J(1), Grzech-Leśniak K(5)(6).","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Pediatric Procedural Sedation.","2025 Jan","Author information:
(1)Department of Dental Surgery, Faculty of Medicine and Dentistry, Wroclaw 
Medical University, Poland.
(2)Department of Maxillofacial Orthopaedics and Orthodontics, Wroclaw Medical 
University, Poland.
(3)Department of Experimental Dentistry, Faculty of Medicine and Dentistry, 
Wroclaw Medical University, Poland.
(4)Faculty of Medicine, Pomeranian Medical University in Szczecin, Poland.
(5)Laser Dentistry Laboratory, Department of Integrated Dentistry, Faculty of 
Medicine and Dentistry, Wroclaw Medical University, Poland.
(6)Department of Periodontics, Virginia Commonwealth University (VCU) School of 
Dentistry, Richmond, USA.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Effect of Bubble Breath Play Therapy in Anxiety Levels and Pain Perception in Children Receiving Local Anesthesia: A Randomized Clinical Trial.","2025 Jan","BACKGROUND: Erbium family lasers have been used as an alternative method for the 
treatment of dental caries in deciduous teeth, in comparison to traditional 
methods.
OBJECTIVES: The study aimed to determine the most optimal erbium-doped 
yttrium-aluminum-garnet (Er:YAG) laser settings for carious lesions in deciduous 
teeth on different surfaces with the evaluation of treatment time and pain level 
on a visual analog scale (VAS).
MATERIAL AND METHODS: The randomized clinical trial involved 66 teeth with deep 
caries in 33 children aged 3-8 years, divided into 2 study groups: Er:YAG laser 
(test group); and conventional treatment with a dental turbine (control group). 
The time required for caries removal and cavity preparation using both methods 
was recorded. The inclusion criteria encompassed generally healthy pediatric 
patients, pain-free subjects, first-time dental appointment, and unicuspid 
primary teeth with caries. Dental caries treatment was performed without the 
administration of local anesthesia.
RESULTS: The cavity preparation time was on average 2.5 times longer when the 
Er:YAG laser was used compared to the conventional method. The study 
demonstrated the effectiveness of the Er:YAG laser in hard tissue preparation of 
deciduous teeth with a pulse energy of 230 mJ for enamel preparation, mainly on 
occlusal and proximal surfaces, and with a pulse energy of 120 mJ and 150 mJ for 
dentin preparation. Optimum operating frequencies were 10 Hz and 20 Hz with 
corresponding water consumption. The level of discomfort among the laser-treated 
patients indicated 0 based on VAS, meaning no pain. Among patients treated with 
the traditional method, the pain level averaged 5.27.
CONCLUSIONS: The use of the Er:YAG laser offers substantial advancements in 
comparison to traditional treatment with dental turbines by enhancing the 
overall comfort during caries therapy in children. It fosters better patient 
cooperation and reduces the need for intraoperative anesthetics due to its 
minimally invasive nature and the fact that it is a relatively quiet operation. 
This approach minimizes anxiety and discomfort often associated with dental 
procedures, making them more amenable to children.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Comparative Evaluation of Effectiveness of Benzocaine Gel and Ice for Pain Management in Children during Local Anesthetic Administration by CCLAD: A Randomized Controlled Trial.","2025 Jan","DOI: 10.17219/dmp/194009
PMID: 40569508 [Indexed for MEDLINE]","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Evidence-based practice of hypnosis in dentistry: Narrative summary of reviews and meta-analysis.","2025 Sep","
7. Children (Basel). 2025 Jun 16;12(6):786. doi: 10.3390/children12060786.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Comparison of Pregabalin and Midazolam as Premedication in Children Undergoing General Anesthesia for Dental Treatment.","2024 Dec","Hemodynamic Response to Tracheal Intubation Using Indirect and Direct 
Laryngoscopes in Pediatric Patients: A Systematic Review and Network 
Meta-Analysis.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Evaluation of a Novel Distraction Method in Paediatric Dental Patients: An Observer-Blinded, Randomised, Parallel-Group, Superiority Clinical Trial.","2025 Sep","Takeuchi R(1), Hoshijima H(2), Tsukamoto M(3), Kokubu S(4), Mihara T(5), Shiga 
T(6).","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Diazepam, Meperidine, and Hydroxyzine as a Moderate Sedation Regimen in Pediatric Dentistry: A Retrospective Study.","2025 Sep","Author information:
(1)Bunkoukai Special Needs Dental Clinic, 2765-5 Ujiie, Sakura 329-1311, Japan.
(2)Division of Dento-Oral Anesthesiology, Graduate School of Dentistry, Tohoku 
University, 4-1 Seiryomachi, Sendai 980-8575, Japan.
(3)Systemic Management for Dentistry, Kagoshima University Hospital, 8-35-1 
Sakuragaoka, Kagoshima 890-0075, Japan.
(4)Department of Anesthesiology, Dokkyo Medical University, 880 Kitakobayashi, 
Mibu 321-0293, Japan.
(5)Department of Health Data Science, Graduate School of Data Science, Yokohama 
City University, Yokohama 236-0004, Japan.
(6)Department of Anesthesiology and Pain Medicine, International University of 
Health and Welfare Ichikawa Hospital, 6-1-4 Kounodai, Ichikawa 272-0827, Japan.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Comparative Evaluation of Alveolar Nerve Block with 2% Lidocaine-Epinephrine and 4% Articaine-Epinephrine Buccal Infiltration in Mandibular Premolar and Molar Region in Children: A Double-Blind, Randomized Trial.","2025 Feb 12","Purpose: Hemodynamic response, particularly increased heart rate (HR) and blood 
pressure, can occur during tracheal intubation and is an adverse event to be 
avoided. The aim of this study was to use a network meta-analysis (NMA) to 
develop a ranking of hemodynamic responses (HR and mean blood pressure, MBP) 
after intubation of indirect and direct laryngoscopes in pediatric patients. 
Method: Studies were eligible for inclusion if they had a prospective randomized 
design, compared hemodynamic response (HR and MBP) to tracheal intubation 
between indirect and/or direct laryngoscopes, and were conducted in pediatric 
patients. The pooled difference between each intubation device's intubation time 
is expressed as a weighted mean difference (WMD) of a 95% confidence interval 
(CI). The intubation time of the device was evaluated using P-scores calculated 
from the network point estimates and standard errors. A random-effects model was 
used when pooling effect sizes. We also analyzed intubation time as a related 
factor to hemodynamic responses. Results: From the electronic databases, we 
selected 16 trials for review. In a Macintosh-referenced analysis, Airtraq 
suppressed an increase of HR and MBP during tracheal intubation in pediatric 
patients significantly more than a Macintosh laryngoscope. (HR; WMD = -16.7, 
95%CI -22.5 to -10.9, MBP; WMD = -8.57, 95%CI -10.9 to -6.27). Airtraq also 
topped the HR and MBP P-score rankings. The results of this study showed similar 
laryngoscopes in the top five rankings of P-scores (Airtraq, Coopdech video 
laryngoscope, Miller, C-MAC, Wis-Hipple) for HR and intubation time. 
Conclusions: We applied a network meta-analysis to create a consistent ranking 
of intubation devices that prevent hemodynamic changes during tracheal 
intubation in pediatric patients. In this NMA, Airtraq proved to be the best 
laryngoscope for preventing hemodynamic responses during tracheal intubation in 
pediatric patients. In the analysis of intubation time, Airtraq showed the 
shortest intubation time.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Perioperative airway management techniques and complications in patients with temporomandibular joint ankylosis: Experience from a tertiary care teaching institute.","2025 Jan-Mar","DOI: 10.3390/children12060786
PMCID: PMC12191819
PMID: 40564744","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Complex Odontoma Initially Suspected to be Eruption Sequestrum.","2025 Mar 11","Conflict of interest statement: The authors declare no conflict of interest.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Sickle Cell Disease.","1993","
8. Int J Paediatr Dent. 2025 Nov;35(6):1113-1123. doi: 10.1111/ipd.70001. Epub
2025  Jun 25.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"Google Scholar","Effectiveness of local anesthesia in pediatric dental practice","2000","… recorded data concerning local anesthetic use and … pediatric dentist observer rated each 
child&apos;s anxiety before the initial injection of local anesthetic and the effectiveness of pain …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Administering local anaesthesia to paediatric dental patients–current status and prospects for the future","2002","… pain was reported for the injection of local anaesthetic … local anaesthetic system has been 
developed as a possible solution to reduce the pain related to the local anaesthetic injection […","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Does computerized anaesthesia reduce pain during local anaesthesia in paediatric patients for dental treatment? A systematic review and meta‐analysis","2020","… local dental anaesthesia is a technique that intends to reduce the pain related to local injection 
of the anaesthetic … related to computerized and conventional anesthesia’, the evidence …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Post-operative pain and pain management in children after dental extraction under general anaesthesia","2012","… of the children had previous experience of local analgesia, and … local anesthetic on quality 
of recovery characteristics following dental rehabilitation under general anesthesia in children…","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","[HTML][HTML] Virtual reality analgesia for pediatric dental patients","2018","… However, local anesthesia requires an injection into the jaw with a long needle, and 
patients often refuse it because they consider the injection painful and or because patients fear/…","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Pain reported by children after dental extractions under general anaesthesia: a pilot study","1993","… A prospective study has been performed of factors influencing postoperative pain in a cohort 
of children undergoing dental extractions under general anaesthesia. Postoperative pain …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","[HTML][HTML] Pain and anxiety management for pediatric dental procedures using various combinations of sedative drugs: A review","2016","… pain and anxiety in pedodontic patients, pharmacologic sedation, anesthesia and analgesia 
… Midazolam is commonly used as an oral sedation agent in children; it has several features …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Lidocaine use for pain management during paediatric dental rehabilitation under general anaesthesia","2013","… local analgesia in controlling patient’s physiologic pain reaction during dental rehabilitation 
under general anaesthesia. … , the anaesthetist sought to start the anaesthetic procedure with …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Postoperative pain in children after dentistry under general anesthesia","2015","… pain in children undergoing general anesthesia for dentistry. … Society of Anesthesiology 
(ASA) Class I and II children 4–6 … hours after discharge overcoming the local anesthetic effect. …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","Pain relief for paediatric dental chair anaesthesia: current practice in a community dental clinic","2003","… It was apparent that oral and intravenous administration of analgesia provides good pain 
relief; but local anaesthetic injections may appear to be significantly superior to this. Both …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:38.714263"
"Google Scholar","[HTML][HTML] Pain behaviour and distress in children during two sequential dental visits: comparing a computerised anaesthesia delivery system and a traditional syringe","2008","… the pain and distress response of children receiving a local anesthesia injection using a … 
procedure, the delivery of local anaesthetic solutions and the needle puncturing the mucosa …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","Dental anaesthesia for children–effects of a computer-controlled delivery system on pain and heart rate: a randomised clinical trial","2018","… of pain and changes in heart rate in children being given dental local anaesthesia using a 
… Immediately after the local anaesthetic, children were asked to remove their masks and rate …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","Anaesthesia, pain and recovery profiles in children following dental extractions","2020","… the anaesthetic practices, rates of postoperative pain and the recovery trajectory of children 
having urgent dental … This study revealed anaesthetic practices for children receiving dental …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
"Google Scholar","[HTML][HTML] Assessment of pain in paediatric dental patients during administration of local anesthesia with and without the use of audiovisual distraction","2023","… This study aimed to compare the pain associated with local anesthetic injection delivered 
with and without the use of distraction as a behavior management technique in 6–8-year-old …","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:35:40.61376"
